"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean_2007","unemp_mean","sector"
"325","RCL",0.057,1,"30.74","-1.44","2007",1.5,6.7,"Consumer Discretionary"
"326","SPGI",0.0162,0,"12.16","-1.32","2007",1.5,6.7,"Finance"
"327","CRM",0.0289,1,"15.93","-0.61","2007",1.5,6.7,"Technology"
"328","SBAC",0.0076,0,"12.92","-1.18","2007",1.5,6.7,"Real Estate"
"329","SLB",0.0136,0,"14.2","-1.64","2007",1.5,6.7,"Energy"
"330","SNI",0.0083,0,"12.38","-2.39","2007",1.5,6.7,NA
"331","STX",0.0291,1,"21.78","-2.04","2007",1.5,6.7,"Technology"
"332","SEE",0.0383,1,"15.45","0.07","2007",1.5,6.7,"Industrials"
"333","SRE",0.0083,0,"7.64","-0.52","2007",1.5,6.7,"Utilities"
"334","SHW",0.014,0,"9.51","-0.1","2007",1.5,6.7,"Consumer Discretionary"
"335","SIG",0.0834,1,"23.59","2.1","2007",1.5,6.7,"Consumer Discretionary"
"336","SPG",0.0274,1,"17.58","-1.48","2007",1.5,6.7,"Real Estate"
"337","SWKS",0.0411,1,"17.74","2.1","2007",1.5,6.7,"Technology"
"338","SLG",0.0348,1,"27.85","-3.22","2007",1.5,6.7,"Real Estate"
"339","SNA",0.0247,1,"14.9","-1.28","2007",1.5,6.7,"Consumer Discretionary"
"340","SO",0.0043,0,"5.63","-0.36","2007",1.5,6.7,"Utilities"
"341","LUV",-0.0076,0,"11.25","-3.07","2007",1.5,6.7,"Consumer Discretionary"
"342","SWK",0.0149,0,"11.14","-1.22","2007",1.5,6.7,"Consumer Discretionary"
"343","SBUX",0.0129,0,"13.35","-1.45","2007",1.5,6.7,"Consumer Discretionary"
"344","STT",0.0226,0,"16.5","-0.97","2007",1.5,6.7,"Finance"
"345","SRCL",0.0012,0,"6.45","-0.48","2007",1.5,6.7,"Utilities"
"346","SYK",-0.0046,0,"9.73","-2.5","2007",1.5,6.7,"Health Care"
"347","SNPS",0.0069,0,"9.21","-0.62","2007",1.5,6.7,"Technology"
"348","SYY",0.0021,0,"6.64","-1.37","2007",1.5,6.7,"Consumer Discretionary"
"349","TROW",0.0388,1,"15.56","-0.54","2007",1.5,6.7,"Finance"
"350","TPR",0.0422,1,"17.98","-0.16","2007",1.5,6.7,"Consumer Discretionary"
"351","TGT",0.0135,0,"11.93","-1.34","2007",1.5,6.7,"Consumer Discretionary"
"352","TEL",0.0337,1,"19.5","-1.76","2007",1.5,6.7,"Technology"
"353","FTI",0.0186,0,"15.81","-0.62","2007",1.5,6.7,"Industrials"
"354","TXN",0.0081,0,"9.77","-1.43","2007",1.5,6.7,"Technology"
"355","TXT",0.0019,0,"27.34","-6.56","2007",1.5,6.7,"Industrials"
"356","BK",-0.0029,0,"9.66","-1.85","2007",1.5,6.7,"Finance"
"357","CLX",0.0054,0,"6.39","-0.26","2007",1.5,6.7,"Consumer Discretionary"
"358","COO",0.0182,0,"17.52","-0.92","2007",1.5,6.7,"Health Care"
"359","HSY",0.0073,0,"6.83","0.02","2007",1.5,6.7,"Consumer Staples"
"360","MOS",0.0248,1,"21.5","0.03","2007",1.5,6.7,"Industrials"
"361","TRV",0.0042,0,"6.73","-0.92","2007",1.5,6.7,"Finance"
"362","DIS",0.0153,0,"9.82","-1.15","2007",1.5,6.7,"Consumer Discretionary"
"363","TMO",0.0032,0,"8.89","-1.23","2007",1.5,6.7,"Industrials"
"364","TWX",0.0207,0,"11.74","-1.17","2007",1.5,6.7,NA
"365","TJX",0.0243,1,"9.34","1.02","2007",1.5,6.7,"Consumer Discretionary"
"366","TSCO",0.0187,0,"11.33","0.63","2007",1.5,6.7,"Consumer Discretionary"
"367","TDG",1e-04,0,"10.21","-1","2007",1.5,6.7,"Industrials"
"368","TSN",0.0429,1,"15.48","0.59","2007",1.5,6.7,"Consumer Staples"
"369","USB",0.0068,0,"13.61","-1.67","2007",1.5,6.7,"Finance"
"370","UDR",0.0105,0,"14.65","-1.98","2007",1.5,6.7,"Real Estate"
"371","ULTA",0.0131,0,"20.35","-2.45","2007",1.5,6.7,"Consumer Discretionary"
"372","UAA",0.013,0,"16.92","-2.71","2007",1.5,6.7,"Consumer Discretionary"
"373","UNP",0.0247,1,"11.2","-0.19","2007",1.5,6.7,"Industrials"
"374","UAL",-0.0799,0,"31.7","-7.23","2007",1.5,6.7,"Consumer Discretionary"
"375","UNH",-0.0019,0,"14.99","-2.86","2007",1.5,6.7,"Health Care"
"376","UPS",0.0047,0,"9.28","-1.26","2007",1.5,6.7,"Consumer Discretionary"
"377","URI",-0.0015,0,"21.6","-4.25","2007",1.5,6.7,"Consumer Discretionary"
"378","UHS",0.0337,1,"12.02","0.58","2007",1.5,6.7,"Health Care"
"379","UNM",0.041,1,"17.67","-0.55","2007",1.5,6.7,"Finance"
"380","VFC",0.0088,0,"9.06","-0.75","2007",1.5,6.7,"Consumer Discretionary"
"381","VLO",-0.0321,0,"14.51","-5.73","2007",1.5,6.7,"Energy"
"382","VTR",0.041,1,"18.92","0.21","2007",1.5,6.7,"Real Estate"
"383","VRSN",-0.0186,0,"10.18","-3.35","2007",1.5,6.7,"Technology"
"384","VZ",0.001,0,"6.34","-1.04","2007",1.5,6.7,"Telecommunications"
"385","VRTX",0.0406,1,"16.34","3.16","2007",1.5,6.7,"Health Care"
"386","V",0.0304,1,"12.88","1.45","2007",1.5,6.7,"Consumer Discretionary"
"387","VNO",0.0231,0,"17.06","-1.78","2007",1.5,6.7,"Real Estate"
"388","VMC",0.0034,0,"13.9","-2.36","2007",1.5,6.7,"Basic Materials"
"389","WMT",0.0107,0,"5.78","0.43","2007",1.5,6.7,"Consumer Discretionary"
"390","WBA",0.0154,0,"9.85","-0.46","2007",1.5,6.7,"Consumer Staples"
"391","WM",0.0056,0,"6.51","-0.49","2007",1.5,6.7,"Utilities"
"392","WAT",0.0093,0,"12.24","-1.46","2007",1.5,6.7,"Health Care"
"393","WEC",0.0018,0,"4.64","-0.49","2007",1.5,6.7,"Utilities"
"394","WFC",0.0474,1,"20.35","0.96","2007",1.5,6.7,"Finance"
"395","WDC",0.0502,1,"19.35","1.47","2007",1.5,6.7,"Technology"
"396","WU",0.0331,1,"14.65","-0.59","2007",1.5,6.7,"Consumer Discretionary"
"397","WY",-0.0016,0,"14.02","-3.12","2007",1.5,6.7,"Real Estate"
"398","WHR",0.0453,1,"21.59","-0.7","2007",1.5,6.7,"Consumer Discretionary"
"399","WMB",-0.0045,0,"13.79","-3.05","2007",1.5,6.7,"Utilities"
"400","WYNN",0.0257,1,"27.89","-3.16","2007",1.5,6.7,"Consumer Discretionary"
"401","XEL",0.0029,0,"5.54","-0.56","2007",1.5,6.7,"Utilities"
"402","XRX",-0.0036,0,"14.26","-3.61","2007",1.5,6.7,"Technology"
"403","YUM",0.0241,1,"9.52","0.05","2007",1.5,6.7,"Consumer Discretionary"
"404","ZBH",0.009,0,"11.4","-1.49","2007",1.5,6.7,"Health Care"
"405","ZION",-0.0354,0,"20.47","-5.27","2007",1.5,6.7,"Finance"
